,disease_name,microbe_scientific_name,relationship_name,disease_mesh_id,disease_mesh_heading
4454,Colorectal Neoplasms,Mitsuokella,Increased,MESH:D015179,Colorectal neoplasms
4455,Colorectal Neoplasms,Mitsuokella,Increased,MESH:D015179,Colorectal neoplasms
4456,Colorectal Neoplasms,Neisseria oralis,Increased,MESH:D015179,Colorectal neoplasms
4457,Colorectal Neoplasms,Neisseria oralis,Increased,MESH:D015179,Colorectal neoplasms
4458,Colorectal Neoplasms,Peptococcus,Increased,MESH:D015179,Colorectal neoplasms
4459,Colorectal Neoplasms,Peptococcus,Increased,MESH:D015179,Colorectal neoplasms
4460,Colorectal Neoplasms,Prevotella denticola,Increased,MESH:D015179,Colorectal neoplasms
4461,Colorectal Neoplasms,Prevotella denticola,Increased,MESH:D015179,Colorectal neoplasms
4462,Colorectal Neoplasms,Prevotella denticola,Increased,MESH:D015179,Colorectal neoplasms
4463,Colorectal Neoplasms,Prevotella intermedia,Increased,MESH:D015179,Colorectal neoplasms
4464,Colorectal Neoplasms,Prevotella intermedia,Increased,MESH:D015179,Colorectal neoplasms
4465,Colorectal Neoplasms,Prevotella melaninogenica,Decreased,MESH:D015179,Colorectal neoplasms
4466,Colorectal Neoplasms,Prevotella sp. oral taxon 300,Increased,MESH:D015179,Colorectal neoplasms
4467,Colorectal Neoplasms,Prevotella sp. oral taxon 300,Increased,MESH:D015179,Colorectal neoplasms
4468,Colorectal Neoplasms,Prevotella sp. oral taxon 304,Increased,MESH:D015179,Colorectal neoplasms
4469,Colorectal Neoplasms,Prevotella sp. oral taxon 304,Increased,MESH:D015179,Colorectal neoplasms
4470,Colorectal Neoplasms,Prevotella sp. oral taxon 304,Increased,MESH:D015179,Colorectal neoplasms
4471,Colorectal Neoplasms,Solobacterium,Decreased,MESH:D015179,Colorectal neoplasms
4472,Colorectal Neoplasms,Solobacterium,Decreased,MESH:D015179,Colorectal neoplasms
4473,Colorectal Neoplasms,Solobacterium moorei,Decreased,MESH:D015179,Colorectal neoplasms
4474,Colorectal Neoplasms,Solobacterium moorei,Decreased,MESH:D015179,Colorectal neoplasms
4475,Colorectal Neoplasms,SR1 bacterium oral taxon 874,Increased,MESH:D015179,Colorectal neoplasms
4476,Colorectal Neoplasms,SR1 bacterium oral taxon 874,Increased,MESH:D015179,Colorectal neoplasms
4477,Colorectal Neoplasms,SR1 bacterium oral taxon 874,Increased,MESH:D015179,Colorectal neoplasms
4478,Colorectal Neoplasms,Streptococcaceae,Decreased,MESH:D015179,Colorectal neoplasms
4479,Colorectal Neoplasms,Streptococcaceae,Decreased,MESH:D015179,Colorectal neoplasms
4480,Colorectal Neoplasms,Streptococcaceae,Decreased,MESH:D015179,Colorectal neoplasms
4481,Colorectal Neoplasms,Streptococcus,Decreased,MESH:D015179,Colorectal neoplasms
4482,Colorectal Neoplasms,Streptococcus,Decreased,MESH:D015179,Colorectal neoplasms
4483,Colorectal Neoplasms,Streptococcus,Decreased,MESH:D015179,Colorectal neoplasms
4484,Colorectal Neoplasms,Streptococcus sp. oral taxon 058,Decreased,MESH:D015179,Colorectal neoplasms
4485,Colorectal Neoplasms,Streptococcus sp. oral taxon 058,Decreased,MESH:D015179,Colorectal neoplasms
4486,Colorectal Neoplasms,Streptococcus sp. oral taxon 058,Decreased,MESH:D015179,Colorectal neoplasms
4487,Colorectal Neoplasms,Treponema denticola,Increased,MESH:D015179,Colorectal neoplasms
4488,Colorectal Neoplasms,Treponema denticola,Increased,MESH:D015179,Colorectal neoplasms
4489,Celiac Disease,Ruminococcaceae,Increased,MESH:D002446,Celiac Disease
4490,Colorectal Neoplasms,Treponema denticola,Increased,MESH:D015179,Colorectal neoplasms
4491,Colorectal Neoplasms,Treponema lecithinolyticum,Increased,MESH:D015179,Colorectal neoplasms
4492,Colorectal Neoplasms,Treponema lecithinolyticum,Increased,MESH:D015179,Colorectal neoplasms
4493,Colorectal Neoplasms,Treponema lecithinolyticum,Increased,MESH:D015179,Colorectal neoplasms
4494,Colorectal Neoplasms,Treponema sp. oral taxon 250,Increased,MESH:D015179,Colorectal neoplasms
4495,Colorectal Neoplasms,Treponema sp. oral taxon 250,Increased,MESH:D015179,Colorectal neoplasms
4496,Colorectal Neoplasms,Treponema sp. oral taxon 250,Increased,MESH:D015179,Colorectal neoplasms
4497,Celiac Disease,Actinobacillus,Decreased,MESH:D002446,Celiac Disease
4498,Celiac Disease,Bacteroidetes,Decreased,MESH:D002446,Celiac Disease
4499,Celiac Disease,Bacteroidetes,Decreased,MESH:D002446,Celiac Disease
4500,Celiac Disease,Brevundimonas,Increased,MESH:D002446,Celiac Disease
4501,Celiac Disease,Brevundimonas,Increased,MESH:D002446,Celiac Disease
4502,Celiac Disease,Campylobacterales,Absent,MESH:D002446,Celiac Disease
4503,Celiac Disease,Candidatus Saccharibacteria,Decreased,MESH:D002446,Celiac Disease
4504,Celiac Disease,Finegoldia,Decreased,MESH:D002446,Celiac Disease
4505,Celiac Disease,Fusobacteria,Decreased,MESH:D002446,Celiac Disease
4506,Celiac Disease,Fusobacteria,Decreased,MESH:D002446,Celiac Disease
4507,Celiac Disease,Fusobacteriaceae,Decreased,MESH:D002446,Celiac Disease
4508,Celiac Disease,Fusobacteriaceae,Decreased,MESH:D002446,Celiac Disease
4509,Celiac Disease,Microbispora,Decreased,MESH:D002446,Celiac Disease
4510,Celiac Disease,Novispirillum,Increased,MESH:D002446,Celiac Disease
4511,Celiac Disease,Novispirillum,Increased,MESH:D002446,Celiac Disease
4512,Celiac Disease,Oxalobacteraceae,Decreased,MESH:D002446,Celiac Disease
4513,Celiac Disease,Phascolarctobacterium,Decreased,MESH:D002446,Celiac Disease
4514,Celiac Disease,Pseudomonas,Decreased,MESH:D002446,Celiac Disease
4515,Celiac Disease,Rubrobacter,Decreased,MESH:D002446,Celiac Disease
4516,Celiac Disease,Rubrobacteraceae,Decreased,MESH:D002446,Celiac Disease
4517,Celiac Disease,Rubrobacterales,Decreased,MESH:D002446,Celiac Disease
4518,Celiac Disease,Ruminococcaceae,Decreased,MESH:D002446,Celiac Disease
4519,Celiac Disease,Ruminococcaceae,Increased,MESH:D002446,Celiac Disease
4520,Celiac Disease,Ruminococcus,Decreased,MESH:D002446,Celiac Disease
4521,Celiac Disease,Segetibacter,Decreased,MESH:D002446,Celiac Disease
4522,Celiac Disease,Sphingobacteriaceae,Decreased,MESH:D002446,Celiac Disease
4523,Celiac Disease,Sphingobacterium,Decreased,MESH:D002446,Celiac Disease
4524,Colorectal Neoplasms,Actinobacteria,Increased,MESH:D015179,Colorectal neoplasms
4525,Colorectal Neoplasms,Dorea,Decreased,MESH:D015179,Colorectal neoplasms
4526,Colorectal Neoplasms,Faecalibacterium,Decreased,MESH:D015179,Colorectal neoplasms
4527,Colorectal Neoplasms,Firmicutes,Decreased,MESH:D015179,Colorectal neoplasms
4528,Colorectal Neoplasms,Fusobacteria,Increased,MESH:D015179,Colorectal neoplasms
4529,Colorectal Neoplasms,Fusobacterium,Increased,MESH:D015179,Colorectal neoplasms
4530,Colorectal Neoplasms,Leptotrichia,Increased,MESH:D015179,Colorectal neoplasms
4531,Colorectal Neoplasms,Parabacteroides,Decreased,MESH:D015179,Colorectal neoplasms
4532,Colorectal Neoplasms,Parvimonas,Increased,MESH:D015179,Colorectal neoplasms
4533,Colorectal Neoplasms,Peptostreptococcus,Increased,MESH:D015179,Colorectal neoplasms
4534,Colorectal Neoplasms,Rikenellaceae,Decreased,MESH:D015179,Colorectal neoplasms
4535,Colorectal Neoplasms,Ruminococcaceae,Decreased,MESH:D015179,Colorectal neoplasms
4536,Colorectal Neoplasms,Streptococcus,Increased,MESH:D015179,Colorectal neoplasms
4537,Colorectal Neoplasms,Acholeplasmataceae,Decreased,MESH:D015179,Colorectal neoplasms
4538,Colorectal Neoplasms,Acremonium,Increased,MESH:D015179,Colorectal neoplasms
4539,Colorectal Neoplasms,Acremonium chrysogenum,Increased,MESH:D015179,Colorectal neoplasms
4540,Colorectal Neoplasms,Alteromonadaceae,Decreased,MESH:D015179,Colorectal neoplasms
4541,Colorectal Neoplasms,Aphanothecaceae,Decreased,MESH:D015179,Colorectal neoplasms
4542,Colorectal Neoplasms,Arthrobotrys oligospora,Increased,MESH:D015179,Colorectal neoplasms
4543,Colorectal Neoplasms,Aspergillus flavus,Increased,MESH:D015179,Colorectal neoplasms
4544,Colorectal Neoplasms,Aspergillus ochraceoroseus,Increased,MESH:D015179,Colorectal neoplasms
4545,Colorectal Neoplasms,Aspergillus rambellii,Increased,MESH:D015179,Colorectal neoplasms
4546,Colorectal Neoplasms,Aspergillus sydowii,Increased,MESH:D015179,Colorectal neoplasms
4547,Colorectal Neoplasms,Aspergillus versicolor,Increased,MESH:D015179,Colorectal neoplasms
4548,Colorectal Neoplasms,Blumeria graminis,Increased,MESH:D015179,Colorectal neoplasms
4549,Colorectal Neoplasms,Brachyspiraceae,Decreased,MESH:D015179,Colorectal neoplasms
4550,Colorectal Neoplasms,Calditrichaceae,Decreased,MESH:D015179,Colorectal neoplasms
4551,Colorectal Neoplasms,Chaetomiaceae,Increased,MESH:D015179,Colorectal neoplasms
4552,Colorectal Neoplasms,Chaetomium globosum,Increased,MESH:D015179,Colorectal neoplasms
4553,Colorectal Neoplasms,Colletotrichum higginsianum,Increased,MESH:D015179,Colorectal neoplasms
4554,Colorectal Neoplasms,Debaryomyces fabryi,Increased,MESH:D015179,Colorectal neoplasms
4555,Colorectal Neoplasms,Deferribacteraceae,Decreased,MESH:D015179,Colorectal neoplasms
4556,Colorectal Neoplasms,Diaporthe ampelina,Increased,MESH:D015179,Colorectal neoplasms
4557,Colorectal Neoplasms,Erysiphaceae,Increased,MESH:D015179,Colorectal neoplasms
4558,Colorectal Neoplasms,Erysiphe necator,Increased,MESH:D015179,Colorectal neoplasms
4559,Colorectal Neoplasms,Exophiala mesophila,Decreased,MESH:D015179,Colorectal neoplasms
4560,Colorectal Neoplasms,Fusobacteriaceae,Increased,MESH:D015179,Colorectal neoplasms
4561,Colorectal Neoplasms,Geobacteraceae,Increased,MESH:D015179,Colorectal neoplasms
4562,Colorectal Neoplasms,Grosmannia clavigera,Increased,MESH:D015179,Colorectal neoplasms
4563,Colorectal Neoplasms,Hanseniaspora valbyensis,Decreased,MESH:D015179,Colorectal neoplasms
4564,Colorectal Neoplasms,Kalmanozyma brasiliensis,Decreased,MESH:D015179,Colorectal neoplasms
4565,Colorectal Neoplasms,Kwoniella heveanensis,Increased,MESH:D015179,Colorectal neoplasms
4566,Colorectal Neoplasms,Kwoniella mangrovensis,Increased,MESH:D015179,Colorectal neoplasms
4567,Colorectal Neoplasms,Leuconostocaceae,Decreased,MESH:D015179,Colorectal neoplasms
4568,Colorectal Neoplasms,Lipomyces starkeyi,Decreased,MESH:D015179,Colorectal neoplasms
4569,Colorectal Neoplasms,Lipomycetaceae,Decreased,MESH:D015179,Colorectal neoplasms
4570,Colorectal Neoplasms,Macrophomina phaseolina,Decreased,MESH:D015179,Colorectal neoplasms
4571,Colorectal Neoplasms,Malassezia,Increased,MESH:D015179,Colorectal neoplasms
4572,Colorectal Neoplasms,Malassezia globosa,Increased,MESH:D015179,Colorectal neoplasms
4573,Colorectal Neoplasms,Malasseziaceae,Increased,MESH:D015179,Colorectal neoplasms
4574,Colorectal Neoplasms,Malasseziomycetes,Increased,MESH:D015179,Colorectal neoplasms
4575,Colorectal Neoplasms,Marasmiaceae,Increased,MESH:D015179,Colorectal neoplasms
4576,Colorectal Neoplasms,Metarhizium acridum,Increased,MESH:D015179,Colorectal neoplasms
4577,Colorectal Neoplasms,Metarhizium rileyi,Increased,MESH:D015179,Colorectal neoplasms
4578,Colorectal Neoplasms,Moniliophthora,Increased,MESH:D015179,Colorectal neoplasms
4579,Colorectal Neoplasms,Moniliophthora perniciosa,Increased,MESH:D015179,Colorectal neoplasms
4580,Colorectal Neoplasms,Neurospora crassa,Increased,MESH:D015179,Colorectal neoplasms
4581,Colorectal Neoplasms,Nosema apis,Decreased,MESH:D015179,Colorectal neoplasms
4582,Colorectal Neoplasms,Ophiostoma piceae,Increased,MESH:D015179,Colorectal neoplasms
4583,Colorectal Neoplasms,Parastagonospora nodorum,Increased,MESH:D015179,Colorectal neoplasms
4584,Colorectal Neoplasms,Peptoniphilaceae,Increased,MESH:D015179,Colorectal neoplasms
4585,Colorectal Neoplasms,Pisolithaceae,Increased,MESH:D015179,Colorectal neoplasms
4586,Colorectal Neoplasms,Pisolithus,Increased,MESH:D015179,Colorectal neoplasms
4587,Colorectal Neoplasms,Pneumocystidomycetes,Decreased,MESH:D015179,Colorectal neoplasms
4588,Colorectal Neoplasms,Pneumocystis murina,Decreased,MESH:D015179,Colorectal neoplasms
4589,Colorectal Neoplasms,Pseudeurotiaceae,Increased,MESH:D015179,Colorectal neoplasms
4590,Colorectal Neoplasms,Pseudogymnoascus sp. VKM F-4518 (FW-2643),Increased,MESH:D015179,Colorectal neoplasms
4591,Colorectal Neoplasms,Pseudogymnoascus sp. VKM F-4520 (FW-2644),Increased,MESH:D015179,Colorectal neoplasms
4592,Colorectal Neoplasms,Punctularia strigosozonata,Decreased,MESH:D015179,Colorectal neoplasms
4593,Colorectal Neoplasms,Rhodotorula,Increased,MESH:D015179,Colorectal neoplasms
4594,Colorectal Neoplasms,Rhodotorula graminis,Increased,MESH:D015179,Colorectal neoplasms
4595,Colorectal Neoplasms,Rhodotorula sp. JG-1b,Increased,MESH:D015179,Colorectal neoplasms
4596,Colorectal Neoplasms,Ruminococcaceae,Decreased,MESH:D015179,Colorectal neoplasms
4597,Colorectal Neoplasms,Saccharomyces cerevisiae,Decreased,MESH:D015179,Colorectal neoplasms
4598,Colorectal Neoplasms,Saccharomycetes,Decreased,MESH:D015179,Colorectal neoplasms
4599,Colorectal Neoplasms,Spiroplasmataceae,Decreased,MESH:D015179,Colorectal neoplasms
4600,Colorectal Neoplasms,Synergistaceae,Increased,MESH:D015179,Colorectal neoplasms
4601,Colorectal Neoplasms,Talaromyces islandicus,Increased,MESH:D015179,Colorectal neoplasms
4602,Colorectal Neoplasms,Thermoanaerobacterales Family IV. Incertae Sedis,Decreased,MESH:D015179,Colorectal neoplasms
4603,Colorectal Neoplasms,Thermodesulfobiaceae,Decreased,MESH:D015179,Colorectal neoplasms
4604,Colorectal Neoplasms,Thielaviopsis,Increased,MESH:D015179,Colorectal neoplasms
4605,Colorectal Neoplasms,Thielaviopsis punctulata,Increased,MESH:D015179,Colorectal neoplasms
4606,Crohn Disease,Actinobacteria,Increased,MESH:D003424,Crohn Disease
4607,Crohn Disease,Actinobacteria,Increased,MESH:D003424,Crohn Disease
4608,Crohn Disease,Actinomyces,Increased,MESH:D003424,Crohn Disease
4609,Crohn Disease,Actinomycetaceae,Increased,MESH:D003424,Crohn Disease
4610,Crohn Disease,Actinomycetales,Increased,MESH:D003424,Crohn Disease
4611,Crohn Disease,Anaerostipes,Decreased,MESH:D003424,Crohn Disease
4612,Crohn Disease,Bacilli,Increased,MESH:D003424,Crohn Disease
4613,Crohn Disease,Bacteroidaceae,Decreased,MESH:D003424,Crohn Disease
4614,Crohn Disease,Bacteroidales,Decreased,MESH:D003424,Crohn Disease
4615,Crohn Disease,Bacteroides,Decreased,MESH:D003424,Crohn Disease
4616,Crohn Disease,Bacteroidetes,Decreased,MESH:D003424,Crohn Disease
4617,Crohn Disease,Bacteroidia,Decreased,MESH:D003424,Crohn Disease
4618,Crohn Disease,Betaproteobacteria,Decreased,MESH:D003424,Crohn Disease
4619,Crohn Disease,Bulleribasidiaceae,Decreased,MESH:D003424,Crohn Disease
4620,Crohn Disease,Burkholderiales,Decreased,MESH:D003424,Crohn Disease
4621,Crohn Disease,Butyricicoccus,Decreased,MESH:D003424,Crohn Disease
4622,Crohn Disease,Candida,Increased,MESH:D003424,Crohn Disease
4623,Crohn Disease,Candida,Increased,MESH:D003424,Crohn Disease
4624,Ulcerative Colitis,Candida,Decreased,MESH:D003093,Ulcerative Colitis
4625,Crohn Disease,Clostridia,Decreased,MESH:D003424,Crohn Disease
4626,Crohn Disease,Clostridiales,Decreased,MESH:D003424,Crohn Disease
4627,Crohn Disease,Clostridium,Decreased,MESH:D003424,Crohn Disease
4628,Crohn Disease,Coprococcus,Decreased,MESH:D003424,Crohn Disease
4629,Crohn Disease,Enterococcaceae,Increased,MESH:D003424,Crohn Disease
4630,Crohn Disease,Enterococcus,Increased,MESH:D003424,Crohn Disease
4631,Crohn Disease,Entyloma,Increased,MESH:D003424,Crohn Disease
4632,Crohn Disease,Entylomataceae,Increased,MESH:D003424,Crohn Disease
4633,Crohn Disease,Entylomatales,Increased,MESH:D003424,Crohn Disease
4634,Crohn Disease,Exobasidiomycetes,Increased,MESH:D003424,Crohn Disease
4635,Crohn Disease,Faecalibacterium,Decreased,MESH:D003424,Crohn Disease
4636,Crohn Disease,Firmicutes,Decreased,MESH:D003424,Crohn Disease
4637,Crohn Disease,Hanseniaspora,Decreased,MESH:D003424,Crohn Disease
4638,Crohn Disease,Lachnospiraceae,Decreased,MESH:D003424,Crohn Disease
4639,Crohn Disease,Lactobacillaceae,Increased,MESH:D003424,Crohn Disease
4640,Crohn Disease,Lactobacillales,Increased,MESH:D003424,Crohn Disease
4641,Crohn Disease,Lactobacillus,Increased,MESH:D003424,Crohn Disease
4642,Crohn Disease,Metschnikowiaceae,Increased,MESH:D003424,Crohn Disease
4643,Crohn Disease,Naganishia,Decreased,MESH:D003424,Crohn Disease
4644,Crohn Disease,Oscillospira,Decreased,MESH:D003424,Crohn Disease
4645,Crohn Disease,Parabacteroides,Decreased,MESH:D003424,Crohn Disease
4646,Crohn Disease,Paraprevotella,Decreased,MESH:D003424,Crohn Disease
4647,Crohn Disease,Pediococcus,Increased,MESH:D003424,Crohn Disease
4648,Crohn Disease,Phascolarctobacterium,Decreased,MESH:D003424,Crohn Disease
4649,Crohn Disease,Porphyromonadaceae,Decreased,MESH:D003424,Crohn Disease
4650,Crohn Disease,Proteus,Increased,MESH:D003424,Crohn Disease
4651,Crohn Disease,Pucciniomycetes,Increased,MESH:D003424,Crohn Disease
4652,Crohn Disease,Rikenellaceae,Decreased,MESH:D003424,Crohn Disease
4653,Crohn Disease,Roseburia,Decreased,MESH:D003424,Crohn Disease
4654,Crohn Disease,Ruminococcaceae,Decreased,MESH:D003424,Crohn Disease
4655,Crohn Disease,Ruminococcus,Decreased,MESH:D003424,Crohn Disease
4656,Crohn Disease,Saccharomycetales,Increased,MESH:D003424,Crohn Disease
4657,Crohn Disease,Saccharomycetes,Increased,MESH:D003424,Crohn Disease
4658,Crohn Disease,Saccharomycodaceae,Decreased,MESH:D003424,Crohn Disease
4659,Crohn Disease,Scardovia,Increased,MESH:D003424,Crohn Disease
4660,Crohn Disease,Silene,Increased,MESH:D003424,Crohn Disease
4661,Crohn Disease,Sutterella,Decreased,MESH:D003424,Crohn Disease
4662,Crohn Disease,Tremellales,Decreased,MESH:D003424,Crohn Disease
4663,Crohn Disease,Trichosporon,Increased,MESH:D003424,Crohn Disease
4664,Crohn Disease,Trichosporonaceae,Increased,MESH:D003424,Crohn Disease
4665,Crohn Disease,Trichosporonales,Increased,MESH:D003424,Crohn Disease
4666,Crohn Disease,Turicibacter,Decreased,MESH:D003424,Crohn Disease
4667,Crohn Disease,Verrucomicrobia,Decreased,MESH:D003424,Crohn Disease
4668,Crohn Disease,Verrucomicrobiaceae,Decreased,MESH:D003424,Crohn Disease
4669,Crohn Disease,Verrucomicrobiae,Decreased,MESH:D003424,Crohn Disease
4670,Crohn Disease,Verrucomicrobiales,Decreased,MESH:D003424,Crohn Disease
4671,Crohn Disease,Acidaminococcaceae,Decreased,MESH:D003424,Crohn Disease
4672,Crohn Disease,Acinetobacter,Increased,MESH:D003424,Crohn Disease
4673,Crohn Disease,Actinomycetales,Decreased,MESH:D003424,Crohn Disease
4674,Crohn Disease,Anaerobutyricum hallii,Decreased,MESH:D003424,Crohn Disease
4675,Crohn Disease,Bacteroides clarus,Increased,MESH:D003424,Crohn Disease
4676,Crohn Disease,Hungatella xylanolytica,Decreased,MESH:D003424,Crohn Disease
4677,Crohn Disease,Bifidobacterium catenulatum,Decreased,MESH:D003424,Crohn Disease
4678,Crohn Disease,Clostridiaceae,Decreased,MESH:D003424,Crohn Disease
4679,Crohn Disease,Clostridium,Decreased,MESH:D003424,Crohn Disease
4680,Crohn Disease,Clostridium disporicum,Decreased,MESH:D003424,Crohn Disease
4681,Crohn Disease,Clostridium perfringens,Decreased,MESH:D003424,Crohn Disease
4682,Crohn Disease,Comamonadaceae,Decreased,MESH:D003424,Crohn Disease
4683,Crohn Disease,Erysipelotrichaceae,Decreased,MESH:D003424,Crohn Disease
4684,Crohn Disease,Erysipelotrichaceae,Decreased,MESH:D003424,Crohn Disease
4685,Crohn Disease,Erysipelotrichaceae,Decreased,MESH:D003424,Crohn Disease
4686,Crohn Disease,Erysipelotrichales,Decreased,MESH:D003424,Crohn Disease
4687,Crohn Disease,[Eubacterium] siraeum,Decreased,MESH:D003424,Crohn Disease
4688,Crohn Disease,Eubacterium sp.,Decreased,MESH:D003424,Crohn Disease
